timestamp,open,high,low,close,volume,ema_fast,ema_slow,price_vs_ema_fast,price_vs_ema_slow,ema_cross_signal,rsi,macd,macd_signal,macd_histogram,macd_normalized,atr,atr_normalized,bb_upper,bb_middle,bb_lower,bb_position,bb_width,volume_ma,volume_ratio,obv,obv_normalized,vwap,price_vs_vwap,price_change_5,price_change_10,close_position_in_range,rsi_normalized,swing_high,swing_low,last_swing_high,last_swing_low,po3_accumulation,po3_manipulation,po3_distribution,po3_phase,po3_strength,bos_bullish,bos_bearish,bos_strength,bos_signal,bullish_order_block,bearish_order_block,order_block_strength,order_block_signal,liquidity_sweep_high,liquidity_sweep_low,liquidity_sweep_strength,liquidity_sweep_signal,fvg_bullish,fvg_bearish,fvg_size,fvg_signal,market_structure,structure_strength,smc_bullish_strength,smc_bearish_strength,smc_signal,smc_signal_abs,combined_bullish_score,combined_bearish_score,signal_quality_score,combined_signal,enhanced_smc_signal,signal_confluence_enhanced,enhanced_bullish_score,enhanced_bearish_score,enhanced_signal_quality,technical_indicator_confirmation,enhanced_combined_signal,basic_filter_score,basic_filter_reasons,confluence_score,confluence_signals,layer1_passed,layer2_passed,layer3_passed,final_filter_passed,final_signal_score,signal_strength_level,filtered_action,action_confidence,suggested_position_size
2025-05-07 16:45:00,145.75,146.45,145.74,146.23,6049.646,,,,,0,,,,,,0.0,0.0,,,,0.5,,,1.0,-8941.539999999997,0.0,,0.0,-0.0004101442340556094,-0.008341245083412607,0.6901408450704152,,0,0,,145.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,0.0018560527943906663,1,0,0.0,0.018560527943906665,0.0,0.018560527943906665,0.018560527943906665,0.0,0.0,0.0,0.0,0.018560527943906665,1.0,0.007424211177562666,0.0,0.007424211177562666,0.0,0.007424211177562666,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 17:00:00,146.2,146.46,146.2,146.35,4401.928,,,,,0,,,,,,0.0,0.0,,,,0.5,,,1.0,-4539.611999999997,0.0,,0.0,0.003841141367720624,-0.005098572399728107,0.5769230769230559,,0,0,,145.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,0.0034317089910775567,1,0,0.0,0.03431708991077557,0.0,0.03431708991077557,0.03431708991077557,0.0,0.0,0.0,0.0,0.03431708991077557,1.0,0.013726835964310229,0.0,0.013726835964310229,0.0,0.013726835964310229,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 17:15:00,146.38,146.58,145.92,146.01,4223.472,,,,,0,42.12630020859024,,,,,0.5257142857142867,0.0036005361667987585,,,,0.5,,,1.0,-8763.083999999997,0.0,,0.0,0.0037121055887812116,-0.0006844158510712628,0.13636363636363635,0.4212630020859024,0,0,,145.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 17:30:00,146.03,146.1,145.74,145.87,6657.066,,,,,0,40.15614752772422,,,,,0.513877551020408,0.0035228460342798928,,,,0.5,,,1.0,-15420.149999999998,0.0,,0.0,0.005029626567452317,-0.001369206544807211,0.3611111111111133,0.40156147527724223,0,0,,145.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 17:45:00,145.87,146.19,145.18,145.5,5952.642,,,,,0,35.43893350239259,,,,,0.549314868804664,0.0037753599230561097,,,,0.5,,,1.0,-21372.791999999998,0.0,,0.0,-0.0013726835964309458,-0.005400232415065931,0.31683168316831295,0.3543893350239259,0,0,,145.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 18:00:00,145.51,146.34,144.77,145.31,10804.174,,,,,0,33.27713118024893,,,,,0.6222209496043304,0.004282024290168126,,,,0.5,,,1.0,-32176.966,0.0,,0.0,-0.006291458661013438,-0.006699022489575435,0.3439490445859837,0.3327713118024893,0,1,,144.77,0,0,0,0,0.0,0,0,0.0,0,1,0,0.8703460661739246,1,0,0,0.0,0,0,0,0.0,0,0,0.0,0.17406921323478494,0.0,0.17406921323478494,0.17406921323478494,0.0,0.0,0.0,0.0,0.17406921323478494,0.5,0.06962768529391399,0.0,0.06962768529391399,0.0,0.06962768529391399,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 18:15:00,145.31,146.89,145.26,146.73,9128.179,,,,,0,55.24867795272257,,,,,0.694205167489735,0.0047311740440927905,,,,0.5,,,1.0,-23048.787,0.0,,0.0,0.002596515203279859,0.0064476301529596824,0.9018404907975478,0.5524867795272257,0,0,,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 18:30:00,146.73,147.29,146.42,146.42,10821.35,,,,,0,51.278760532563474,,,,,0.7067619412404686,0.004826949468928211,,,,0.5,,,1.0,-33870.137,0.0,,0.0,0.002808026847476164,0.006530556128411247,0.0,0.5127876053256347,1,0,147.29,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 18:45:00,146.42,146.47,145.67,146.19,7582.625,146.2067540734266,,-0.00011459165161537535,,0,48.49454230094781,,,,,0.713421802580436,0.004880099887683398,147.34108803975076,146.15550000000002,144.96991196024928,0.5145497419184633,0.01622365274999217,5267.695900000001,1.4394576194119328,-41452.762,0.0,146.08632352106733,0.0007096932582995579,0.002193734146842985,0.007234394377842124,0.6500000000000036,0.4849454230094781,0,0,147.29,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 19:00:00,146.21,146.73,146.09,146.68,8383.878,146.25182511405265,,0.0029276549924313754,,0,54.19992604540977,,,,,0.7081773881104038,0.004828043278636513,147.27044449203476,146.1355,145.00055550796526,0.7398795728872213,0.015532769135969671,5672.9114500000005,1.4778792290156406,-33068.884000000005,0.0,146.12774415719107,0.0037792675579448173,0.008109965635738847,0.0067261496225121675,0.921875000000025,0.5419992604540976,0,0,147.29,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 19:15:00,146.68,146.75,145.51,145.51,7315.405,146.1811751031905,,-0.004591392172875328,,0,42.1840735107332,,,,,0.7461647175310898,0.005127927410700913,147.02666779051407,146.03799999999998,145.0493322094859,0.23297400549205557,0.013539870314768564,5799.5725,1.2613696957836116,-40384.289000000004,0.0,146.033856708835,-0.0035872277884127068,0.0013763677654667905,-0.004923750256445314,0.0,0.421840735107332,0,0,147.29,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 19:30:00,145.5,146.19,145.28,146.19,9738.84,146.1820155695533,,5.461978626843055e-05,,0,49.229041051775006,,,,,0.7578672377074404,0.005184125027070527,146.8575057803275,145.9925,145.1274942196725,0.6141610868341347,0.011850002984091557,6117.3389,1.5920059619387772,-30645.449000000004,0.0,146.01680146533977,0.0011861548323351162,-0.0036802289920261355,-0.0010932695592756891,1.0,0.4922904105177501,0,0,147.29,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,1.0,0.2,0.2,0.5,0.2,0.0,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 19:45:00,146.19,146.58,145.56,145.81,8622.691,146.1465855153101,,-0.002303067937737382,,0,45.86564233394107,,,,,0.7765910064426239,0.005326047640371881,146.8442381380786,145.9775,145.1107618619214,0.403373353126409,0.011874955223628334,6213.19895,1.387802172341512,-39268.14000000001,0.0,145.9974223419966,-0.001283737335838538,-0.004166097527660062,-0.0013697691938907575,0.24509803921568382,0.4586564233394107,0,0,147.29,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 20:00:00,145.83,146.2,145.61,146.2,7575.865,146.1516726090901,,0.00033066601323920815,,0,49.66648532105925,,,,,0.7632630774110061,0.0052206776840698094,146.8553529709595,145.98399999999998,145.11264702904046,0.6239451790484815,0.01193765030358835,6323.5139,1.1980467062782925,-31692.27500000001,0.0,146.00647577717825,0.0013254495856545102,6.840413160946746e-05,0.0022622883389318282,1.0,0.4966648532105925,0,0,147.29,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 20:15:00,146.2,146.26,145.83,145.93,4287.129,146.1305609320339,,-0.0013724776717114126,,0,47.19592596215675,-0.1440892982097921,,,-0.0009873864058781066,0.739458571881647,0.00506721422518774,146.82612557222765,145.96599999999998,145.1058744277723,0.47907282310724986,0.011785286604108812,6431.98615,0.6665326852421782,-35979.40400000001,0.0,145.99925968396246,-0.00047438380244105456,-0.005113171529860905,0.0029553264604811336,0.2325581395348822,0.4719592596215675,0,0,147.29,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 20:30:00,145.93,146.13,145.49,145.66,6605.433,146.0857456051735,,-0.0029143541925314314,,0,44.796220594446616,-0.16507004236149214,,,-0.0011332558173931906,0.7323543881758141,0.005027834602332927,146.79099226499713,145.93449999999999,145.07800773500284,0.33975336893386626,0.011738036790438774,6762.257800000001,0.9768088108087212,-42584.83700000001,0.0,145.98269009154012,-0.002210468181794554,0.001030856985774209,0.002408643589567161,0.2656249999999861,0.4479622059444662,0,0,147.29,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 20:45:00,145.67,145.96,145.58,145.96,4211.341,146.07376983325224,,-0.0007788519005301676,,0,47.962244171585084,-0.15569518330815413,,,-0.0010666976110451775,0.7071862175918271,0.004845068632446061,146.79695784439275,145.94299999999998,145.08904215560722,0.5099536529300885,0.01170262149459401,6797.51195,0.6195415368118625,-38373.49600000001,0.0,145.9869568399214,-0.0001846523861096805,-0.0015732950270195278,-0.005247733933074206,1.0,0.47962244171585083,0,0,147.29,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 21:00:00,145.96,146.65,145.91,146.62,4205.462,146.12579175389487,,0.003382074034797889,,0,54.18724112466929,-0.09392633153350971,,,-0.0006406106365673831,0.7095300591924115,0.0048392447087192165,146.87396379432695,146.00050000000002,145.12703620567308,0.8546225979963795,0.011965216479764625,6773.01225,0.6209145716516311,-34168.03400000001,0.0,146.0245293915569,0.004077880688431267,0.005555174542212438,0.0013659336156264246,0.9594594594594584,0.5418724112466929,0,0,147.29,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,1.0,0.0,0.2,0.0,0.0,-0.2,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 21:15:00,146.62,147.14,146.62,147.14,3930.924,146.22238301542868,,0.00627548919425344,,0,58.40874066371805,-0.002980064968937768,,,-2.0253261988159358e-05,0.6959921978215238,0.004730135910163952,147.01403106132193,146.10049999999998,145.18696893867804,1.0689461716253907,0.012505515878753974,6784.472,0.5794001360754382,-30237.110000000008,0.0,146.0809753337474,0.007249572805993777,0.0064295485636114424,0.00649839250290718,1.0,0.5840874066371805,0,0,147.29,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,0.004521786790901593,1,0,0.0,0.045217867909015934,0.0,0.045217867909015934,0.045217867909015934,0.0,0.0,0.0,0.0,0.045217867909015934,1.0,0.018087147163606373,0.3,0.2180871471636064,0.2,-0.2819128528363936,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 21:30:00,147.14,147.88,146.95,147.21,6143.385,146.31644177586406,,0.006107025384780392,,0,58.957015873227064,0.07389213892034263,,,0.00050195053950372,0.7127070408342726,0.004841430886721503,147.18884549660845,146.176,145.16315450339152,1.010443104828127,0.013857890441775166,6832.07175,0.8991979629019557,-24093.725000000006,0.0,146.14621048542122,0.007278940117882185,0.008771328719249016,0.0036133078811018127,0.279569892473137,0.5895701587322706,0,0,147.29,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,0.002045687009887371,1,0,0.0,0.02045687009887371,0.0,0.02045687009887371,0.02045687009887371,0.0,0.0,0.0,0.0,0.02045687009887371,0.5,0.008182748039549484,0.3,0.2081827480395495,0.2,-0.2918172519604505,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 21:45:00,147.19,147.49,147.1,147.43,4953.029,146.42249494006748,,0.006880807900076493,,0,60.71003828649476,0.1508274309826163,,,0.0010230443667002395,0.6896565379175399,0.004677857545394695,147.38724975570034,146.236,145.08475024429964,1.0185668852861827,0.015745093625377453,6777.2409,0.730832660825145,-19140.696000000004,0.0,146.18938255116475,0.008486371767806386,0.012151585884937699,0.01319496941790943,0.8461538461538461,0.6071003828649476,0,0,147.29,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.2,0.2,-0.3,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 22:00:00,147.44,147.81,147.29,147.64,6315.224,146.5384478029182,,0.0075171548054288224,,0,62.36256997997529,0.2261376748379007,,,0.0015316829777695796,0.6775382137805736,0.0045891236370941045,147.6044858128063,146.3005,144.9965141871937,1.0136175512206125,0.017826129272371635,6872.9057,0.9188579438824542,-12825.472000000003,0.0,146.2508845421086,0.009498167906748203,0.011510002740476644,0.00991859908338455,0.6730769230768989,0.6236256997997529,0,0,147.29,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.2,0.2,-0.3,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 22:15:00,147.64,147.66,147.25,147.58,4254.052,146.63764325025932,,0.006426431364096749,,0,61.56581558461493,0.27777803484030983,0.0729497943379713,0.20482824050233853,0.0018822200490602372,0.6584283413676753,0.004461501161184952,147.78835304306625,146.379,144.96964695693373,0.9260820260433341,0.01925621903505641,6874.434700000001,0.6188220829270513,-17079.524000000005,0.0,146.29940849849078,0.008753224053687447,0.006547537852953367,0.012139085110760561,0.804878048780525,0.6156581558461494,0,0,147.29,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.2,0.2,-0.3,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 22:30:00,147.57,147.83,147.53,147.81,4211.177,146.74929627404416,,0.00722799872222253,,0,63.491376202733335,0.33341902304914584,0.12504364008020621,0.20837538296893962,0.0022557271026936326,0.6328263169842706,0.004281349820609367,147.99467573892525,146.476,144.95732426107475,0.9391984298583901,0.020736171644846303,6752.1402499999995,0.623680321213707,-12868.347000000005,0.0,146.36768291639083,0.009854067884869496,0.004553486475465718,0.011012311901504868,0.9333333333333017,0.6349137620273333,0,0,147.29,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.2,0.2,-0.3,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 22:45:00,147.8,147.95,147.64,147.71,4258.273,146.84079186699233,,0.005919391484860686,,0,62.03611495423803,0.3652355349159109,0.17308201904734716,0.19215351586856372,0.0024726527311347292,0.6097672943425371,0.004128138205555054,148.12649058438686,146.5865,145.04650941561314,0.8647749575194077,0.021011356221573702,6667.421800000001,0.638668608006771,-17126.620000000006,0.0,146.4492808615318,0.008608571725662602,0.003396508389375663,0.01219762900020549,0.22580645161297125,0.6203611495423803,0,0,147.29,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,-0.2,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
2025-05-07 23:00:00,147.72,148.34,147.72,148.03,5992.337,146.9540497844216,,0.007321677879288004,,0,64.81528383256742,0.4115278386871353,0.2207711829753048,0.19075665571183048,0.0027800299850512414,0.6112124876037841,0.004128977150603149,148.26795624331464,146.7225,145.17704375668535,0.9230142411524118,0.021066383728666652,6426.82995,0.932393893508883,-11134.283000000007,0.0,146.61873602537128,0.00962539995150767,0.004069728006511619,0.016270767540848663,0.5,0.6481528383256742,1,0,148.34,144.77,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.2,0.2,-0.3,0.0,,0.0,,False,False,False,False,0.0,0,0,0.0,0.0
